date,open,high,low,close,volume
2/12/1981,0.0909,0.0909,0.0905,0.0905,14560000
2/13/1981,0.0892,0.0892,0.0883,0.0883,11155200
2/17/1981,0.0905,0.0909,0.0905,0.0905,12275200
2/18/1981,0.0944,0.0952,0.0944,0.0944,19241600
2/19/1981,0.0892,0.0892,0.0888,0.0888,22310400
2/20/1981,0.0844,0.0844,0.084,0.084,24371200
2/23/1981,0.0853,0.0857,0.0853,0.0853,14112000
2/24/1981,0.0831,0.0831,0.0823,0.0823,16979200
2/25/1981,0.0874,0.0879,0.0874,0.0874,19488000
2/26/1981,0.0888,0.0892,0.0888,0.0888,10841600
2/27/1981,0.0918,0.0926,0.0918,0.0918,14761600
3/2/1981,0.0922,0.0926,0.0922,0.0922,11760000
3/3/1981,0.0913,0.0913,0.0909,0.0909,16172800
3/4/1981,0.0905,0.0905,0.09,0.09,13708800
3/5/1981,0.09,0.09,0.0896,0.0896,5376000
3/6/1981,0.0896,0.0896,0.0888,0.0888,11603200
3/9/1981,0.0823,0.0823,0.0818,0.0818,15321600
3/10/1981,0.0784,0.0784,0.0779,0.0779,28380800
3/11/1981,0.0757,0.0757,0.0749,0.0749,29859200
3/12/1981,0.0779,0.0784,0.0779,0.0779,59248000
3/13/1981,0.0775,0.0775,0.0771,0.0771,231302400
3/16/1981,0.0801,0.0809,0.0801,0.0801,37228800
3/17/1981,0.084,0.0848,0.084,0.084,43747200
3/18/1981,0.0892,0.09,0.0892,0.0892,36937600
3/19/1981,0.0888,0.0888,0.0883,0.0883,37811200
3/20/1981,0.0892,0.09,0.0892,0.0892,14604800
3/23/1981,0.0926,0.0935,0.0926,0.0926,22019200
3/24/1981,0.0926,0.0926,0.0922,0.0922,28156800
3/25/1981,0.0913,0.0913,0.0905,0.0905,7056000
3/26/1981,0.0892,0.0892,0.0888,0.0888,12275200
3/27/1981,0.0862,0.0862,0.0857,0.0857,12252800
3/30/1981,0.0857,0.0866,0.0857,0.0857,9900800
3/31/1981,0.0857,0.0857,0.0848,0.0848,15993600
4/1/1981,0.0844,0.0844,0.084,0.084,34070400
4/2/1981,0.0913,0.0918,0.0913,0.0913,31404800
4/3/1981,0.0918,0.0922,0.0918,0.0918,16486400
4/6/1981,0.0905,0.0905,0.09,0.09,22803200
4/7/1981,0.0896,0.0896,0.0892,0.0892,10684800
4/8/1981,0.0935,0.0944,0.0935,0.0935,21952000
4/9/1981,0.0952,0.0957,0.0952,0.0952,12499200
4/10/1981,0.0966,0.097,0.0966,0.0966,33465600
4/13/1981,0.0966,0.097,0.0966,0.0966,16060800
4/14/1981,0.0966,0.097,0.0966,0.0966,6652800
4/15/1981,0.0922,0.0922,0.0918,0.0918,34048000
4/16/1981,0.087,0.087,0.0866,0.0866,23878400
4/20/1981,0.0892,0.0896,0.0892,0.0892,35347200
4/21/1981,0.0952,0.0957,0.0952,0.0952,28537600
4/22/1981,0.0987,0.0991,0.0987,0.0987,18995200
4/23/1981,0.1013,0.1017,0.1013,0.1013,58016000
4/24/1981,0.1013,0.1013,0.1004,0.1004,35056000
4/27/1981,0.1,0.1,0.0996,0.0996,38528000
4/28/1981,0.0983,0.0983,0.0978,0.0978,32188800
4/29/1981,0.097,0.097,0.0966,0.0966,13641600
4/30/1981,0.0983,0.0991,0.0983,0.0983,12611200
5/1/1981,0.0983,0.0991,0.0983,0.0983,16553600
5/4/1981,0.0983,0.0983,0.0978,0.0978,14448000
5/5/1981,0.0978,0.0978,0.0974,0.0974,17539200
5/6/1981,0.0952,0.0952,0.0948,0.0948,18950400
5/7/1981,0.0961,0.0966,0.0961,0.0961,9363200
5/8/1981,0.097,0.0974,0.097,0.097,7907200
5/11/1981,0.0952,0.0952,0.0948,0.0948,11939200
5/12/1981,0.0948,0.0961,0.0948,0.0948,4256000
5/13/1981,0.0948,0.0957,0.0944,0.0944,4905600
5/14/1981,0.094,0.094,0.0931,0.0931,4928000
5/15/1981,0.0952,0.0966,0.0952,0.0952,4905600
5/18/1981,0.097,0.0978,0.097,0.097,4166400
5/19/1981,0.0957,0.0957,0.0952,0.0952,25424000
5/20/1981,0.0983,0.0991,0.0983,0.0983,13283200
5/21/1981,0.1039,0.1043,0.1039,0.1039,32211200
5/22/1981,0.1087,0.1095,0.1087,0.1087,31427200
5/26/1981,0.1087,0.1087,0.1082,0.1082,85344000
5/27/1981,0.1143,0.1147,0.1143,0.1143,149497600
5/28/1981,0.1143,0.1147,0.1143,0.1143,73987200
5/29/1981,0.1147,0.1152,0.1147,0.1147,59382400
6/1/1981,0.1147,0.1152,0.1147,0.1147,51251200
6/2/1981,0.1095,0.1095,0.1091,0.1091,40432000
6/3/1981,0.1091,0.11,0.1091,0.1091,39446400
6/4/1981,0.1112,0.1117,0.1112,0.1112,56067200
6/5/1981,0.11,0.11,0.1095,0.1095,57680000
6/8/1981,0.1061,0.1061,0.1056,0.1056,93497600
6/9/1981,0.1078,0.1082,0.1078,0.1078,119593600
6/10/1981,0.1091,0.1104,0.1091,0.1091,25222400
6/11/1981,0.1138,0.1143,0.1138,0.1138,38976000
6/12/1981,0.113,0.113,0.1126,0.1126,25804800
6/15/1981,0.1126,0.1126,0.1121,0.1121,143763200
6/16/1981,0.1104,0.1104,0.11,0.11,37251200
6/17/1981,0.1087,0.1087,0.1082,0.1082,27574400
6/18/1981,0.1082,0.1087,0.1078,0.1078,23049600
6/19/1981,0.1052,0.1052,0.1048,0.1048,27507200
6/22/1981,0.1013,0.1013,0.1009,0.1009,10841600
6/23/1981,0.1026,0.1034,0.1026,0.1026,15030400
6/24/1981,0.1009,0.1009,0.1,0.1,23027200
6/25/1981,0.1022,0.1026,0.1022,0.1022,24259200
6/26/1981,0.1017,0.1017,0.1009,0.1009,23788800
6/29/1981,0.0983,0.0983,0.0974,0.0974,10595200
6/30/1981,0.0905,0.0905,0.09,0.09,35907200
7/1/1981,0.0896,0.0896,0.0892,0.0892,170464000
7/2/1981,0.0892,0.0896,0.0892,0.0892,30284800
7/6/1981,0.087,0.087,0.0862,0.0862,16531200
7/7/1981,0.087,0.0879,0.087,0.087,15836800
7/8/1981,0.0905,0.0909,0.0905,0.0905,16620800
7/9/1981,0.084,0.084,0.0835,0.0835,32883200
7/10/1981,0.0775,0.0775,0.0771,0.0771,55171200
7/13/1981,0.0788,0.0792,0.0788,0.0788,45740800
7/14/1981,0.0823,0.0831,0.0823,0.0823,19779200
7/15/1981,0.0844,0.0848,0.0844,0.0844,10953600
7/16/1981,0.0866,0.0874,0.0866,0.0866,15232000
7/17/1981,0.0896,0.09,0.0896,0.0896,19824000
7/20/1981,0.084,0.084,0.0835,0.0835,23654400
7/21/1981,0.0835,0.0835,0.0831,0.0831,31942400
7/22/1981,0.0792,0.0792,0.0784,0.0784,22668800
7/23/1981,0.0805,0.0809,0.0805,0.0805,34451200
7/24/1981,0.0831,0.0835,0.0831,0.0831,28851200
7/27/1981,0.0866,0.087,0.0866,0.0866,17337600
7/28/1981,0.084,0.084,0.0835,0.0835,22848000
7/29/1981,0.0827,0.0827,0.0823,0.0823,15500800
7/30/1981,0.0853,0.0862,0.0853,0.0853,9900800
7/31/1981,0.0866,0.087,0.0866,0.0866,10953600
8/3/1981,0.0866,0.0866,0.0857,0.0857,12432000
8/4/1981,0.087,0.0874,0.087,0.087,31673600
8/5/1981,0.0896,0.09,0.0896,0.0896,17494400
8/6/1981,0.0879,0.0879,0.0874,0.0874,10528000
8/7/1981,0.0874,0.0879,0.0874,0.0874,9206400
8/11/1981,0.0857,0.0857,0.0848,0.0848,71456000
8/12/1981,0.0835,0.0835,0.0831,0.0831,26275200
8/13/1981,0.0809,0.0809,0.0805,0.0805,27484800
8/14/1981,0.0801,0.0801,0.0792,0.0792,24192000
8/17/1981,0.0775,0.0775,0.0766,0.0766,18905600
8/18/1981,0.0757,0.0757,0.0749,0.0749,17001600
8/19/1981,0.0749,0.0749,0.074,0.074,20675200
8/20/1981,0.0749,0.0753,0.0749,0.0749,17113600
8/21/1981,0.0706,0.0706,0.0697,0.0697,41910400
8/24/1981,0.0658,0.0658,0.0654,0.0654,23072000
8/25/1981,0.0671,0.0675,0.0671,0.0671,40700800
8/26/1981,0.0663,0.0663,0.0658,0.0658,33600000
8/27/1981,0.0663,0.0667,0.0663,0.0663,25916800
8/28/1981,0.0697,0.0701,0.0697,0.0697,38035200
8/31/1981,0.0697,0.0701,0.0697,0.0697,40947200
9/1/1981,0.074,0.0745,0.074,0.074,37027200
9/2/1981,0.0753,0.0757,0.0753,0.0753,19376000
9/3/1981,0.0723,0.0723,0.0714,0.0714,37475200
9/4/1981,0.071,0.071,0.0706,0.0706,15254400
9/8/1981,0.0688,0.0688,0.0684,0.0684,25446400
9/9/1981,0.0684,0.0688,0.0684,0.0684,30531200
9/10/1981,0.0688,0.0693,0.0688,0.0688,34809600
9/11/1981,0.0684,0.0684,0.068,0.068,17539200
9/14/1981,0.0663,0.0663,0.0658,0.0658,27686400
9/15/1981,0.0645,0.0645,0.0641,0.0641,19510400
9/16/1981,0.0632,0.0632,0.0628,0.0628,19353600
9/17/1981,0.0615,0.0615,0.061,0.061,19376000
9/18/1981,0.0615,0.0619,0.0615,0.0615,26320000
9/21/1981,0.0619,0.0623,0.0619,0.0619,49033600
9/22/1981,0.0589,0.0589,0.0585,0.0585,47420800
9/23/1981,0.058,0.058,0.0571,0.0571,28201600
9/24/1981,0.0571,0.0571,0.0567,0.0567,18300800
9/25/1981,0.0502,0.0502,0.0494,0.0494,34608000
9/28/1981,0.0498,0.0502,0.0498,0.0498,91728000
9/29/1981,0.0524,0.0528,0.0524,0.0524,94684800
9/30/1981,0.0528,0.0532,0.0528,0.0528,49996800
10/1/1981,0.0528,0.0532,0.0528,0.0528,61129600
10/2/1981,0.0571,0.0576,0.0571,0.0571,45046400
10/5/1981,0.0589,0.0597,0.0589,0.0589,43097600
10/6/1981,0.0589,0.0589,0.0585,0.0585,28358400
10/7/1981,0.0619,0.0628,0.0619,0.0619,38841600
10/8/1981,0.0641,0.0645,0.0641,0.0641,31091200
10/9/1981,0.0645,0.0654,0.0645,0.0645,54521600
10/12/1981,0.0667,0.0671,0.0667,0.0667,27350400
10/13/1981,0.0667,0.0675,0.0667,0.0667,44195200
10/14/1981,0.0632,0.0632,0.0628,0.0628,30979200
10/15/1981,0.0641,0.0645,0.0641,0.0641,29433600
10/16/1981,0.0636,0.0636,0.0632,0.0632,36467200
10/19/1981,0.0645,0.0649,0.0645,0.0645,20585600
10/20/1981,0.068,0.0684,0.068,0.068,35728000
10/21/1981,0.068,0.0684,0.068,0.068,76899200
10/22/1981,0.068,0.068,0.0675,0.0675,32278400
10/23/1981,0.0663,0.0663,0.0658,0.0658,27910400
10/26/1981,0.0658,0.0663,0.0658,0.0658,27283200
10/27/1981,0.0671,0.068,0.0671,0.0671,85590400
10/28/1981,0.0693,0.0697,0.0693,0.0693,44172800
10/29/1981,0.0688,0.0688,0.0684,0.0684,30486400
10/30/1981,0.0693,0.0697,0.0693,0.0693,52729600
11/2/1981,0.0693,0.0697,0.0693,0.0693,36915200
11/3/1981,0.0688,0.0688,0.0684,0.0684,28380800
11/4/1981,0.0671,0.0671,0.0667,0.0667,23811200
11/5/1981,0.0623,0.0623,0.0619,0.0619,23363200
11/6/1981,0.0623,0.0628,0.0623,0.0623,24595200
11/9/1981,0.0632,0.0636,0.0632,0.0632,20384000
11/10/1981,0.0636,0.0641,0.0636,0.0636,16755200
11/11/1981,0.0654,0.0658,0.0654,0.0654,27440000
11/12/1981,0.0675,0.068,0.0675,0.0675,39916800
11/13/1981,0.0632,0.0632,0.0628,0.0628,21011200
11/16/1981,0.0623,0.0623,0.0619,0.0619,22556800
11/17/1981,0.0632,0.0636,0.0632,0.0632,35414400
11/18/1981,0.0654,0.0658,0.0654,0.0654,29142400
11/19/1981,0.0654,0.0658,0.0654,0.0654,40006400
11/20/1981,0.0658,0.0663,0.0658,0.0658,38102400
11/23/1981,0.0636,0.0636,0.0628,0.0628,22960000
11/24/1981,0.0628,0.0628,0.0623,0.0623,22153600
11/25/1981,0.0636,0.0641,0.0636,0.0636,52550400
11/27/1981,0.0654,0.0658,0.0654,0.0654,37251200
11/30/1981,0.0649,0.0649,0.0645,0.0645,23968000
12/1/1981,0.0645,0.0649,0.0645,0.0645,23385600
12/2/1981,0.0649,0.0654,0.0649,0.0649,37564800
12/3/1981,0.0645,0.0645,0.0641,0.0641,20428800
12/4/1981,0.0658,0.0663,0.0658,0.0658,137155200
12/7/1981,0.0663,0.0667,0.0663,0.0663,59292800
12/8/1981,0.0658,0.0658,0.0649,0.0649,50624000
12/9/1981,0.0654,0.0658,0.0654,0.0654,34272000
12/10/1981,0.0654,0.0658,0.0654,0.0654,37408000
12/11/1981,0.0654,0.0658,0.0649,0.0649,76092800
12/14/1981,0.0636,0.0636,0.0628,0.0628,25244800
12/15/1981,0.0645,0.0649,0.0645,0.0645,31315200
12/16/1981,0.0675,0.068,0.0675,0.0675,65452800
12/17/1981,0.0731,0.0736,0.0731,0.0731,51452800
12/18/1981,0.0792,0.0797,0.0792,0.0792,71724800
12/21/1981,0.0762,0.0762,0.0757,0.0757,56403200
12/22/1981,0.0771,0.0775,0.0771,0.0771,53827200
12/23/1981,0.0757,0.0757,0.0753,0.0753,28896000
12/24/1981,0.0757,0.0762,0.0757,0.0757,28918400
12/28/1981,0.0731,0.0731,0.0723,0.0723,36579200
12/29/1981,0.0736,0.0745,0.0736,0.0736,24236800
12/30/1981,0.0766,0.0771,0.0766,0.0766,32188800
12/31/1981,0.0766,0.0771,0.0766,0.0766,54656000
1/4/1982,0.0766,0.0766,0.0762,0.0762,71254400
1/5/1982,0.0731,0.0731,0.0723,0.0723,35840000
1/6/1982,0.0719,0.0719,0.0714,0.0714,66080000
1/7/1982,0.0667,0.0667,0.0658,0.0658,70044800
1/8/1982,0.0688,0.0693,0.0688,0.0688,56604800
1/11/1982,0.0649,0.0649,0.0645,0.0645,33331200
1/12/1982,0.0628,0.0628,0.0623,0.0623,59920000
1/13/1982,0.0623,0.0623,0.0619,0.0619,41753600
1/14/1982,0.0649,0.0654,0.0649,0.0649,25715200
1/15/1982,0.0693,0.0701,0.0693,0.0693,46704000
1/18/1982,0.0706,0.0714,0.0706,0.0706,28000000
1/19/1982,0.0697,0.0697,0.0688,0.0688,55507200
1/20/1982,0.0701,0.0706,0.0701,0.0701,25827200
1/21/1982,0.0714,0.0719,0.0714,0.0714,33331200
1/22/1982,0.0719,0.0723,0.0719,0.0719,24259200
1/25/1982,0.0701,0.0701,0.0697,0.0697,44710400
1/26/1982,0.068,0.068,0.0671,0.0671,21212800
1/27/1982,0.0675,0.0684,0.0675,0.0675,31360000
1/28/1982,0.0697,0.0701,0.0697,0.0697,39603200
1/29/1982,0.0706,0.071,0.0706,0.0706,53155200
2/1/1982,0.0706,0.0706,0.0697,0.0697,38528000
2/2/1982,0.0701,0.071,0.0701,0.0701,54275200
2/3/1982,0.0701,0.0706,0.0701,0.0701,31472000
2/4/1982,0.0688,0.0688,0.0684,0.0684,22041600
2/5/1982,0.0684,0.0688,0.0684,0.0684,40297600
2/8/1982,0.0645,0.0645,0.0641,0.0641,31696000
2/9/1982,0.0641,0.0645,0.0641,0.0641,57904000
2/10/1982,0.0649,0.0654,0.0649,0.0649,38796800
2/11/1982,0.0645,0.0645,0.0641,0.0641,24528000
2/12/1982,0.0649,0.0654,0.0649,0.0649,19644800
2/16/1982,0.0641,0.0641,0.0636,0.0636,34316800
2/17/1982,0.0645,0.0649,0.0645,0.0645,25580800
2/18/1982,0.0654,0.0658,0.0654,0.0654,28380800
2/19/1982,0.0654,0.0654,0.0649,0.0649,13596800
2/22/1982,0.0645,0.0645,0.0641,0.0641,26633600
2/23/1982,0.0636,0.0636,0.0632,0.0632,34540800
2/24/1982,0.0636,0.0641,0.0636,0.0636,37945600
2/25/1982,0.0636,0.0636,0.0632,0.0632,30800000
2/26/1982,0.0632,0.0636,0.0632,0.0632,17427200
3/1/1982,0.0636,0.0641,0.0636,0.0636,35302400
3/2/1982,0.0636,0.0641,0.0636,0.0636,34809600
3/3/1982,0.0636,0.0641,0.0636,0.0636,23654400
3/4/1982,0.0628,0.0628,0.0623,0.0623,38371200
3/5/1982,0.058,0.058,0.0576,0.0576,45315200
3/8/1982,0.0571,0.0571,0.0567,0.0567,35145600
3/9/1982,0.0571,0.0576,0.0571,0.0571,52505600
3/10/1982,0.0567,0.0567,0.0563,0.0563,86934400
3/11/1982,0.0563,0.0571,0.0563,0.0563,22579200
3/12/1982,0.0532,0.0532,0.0528,0.0528,46547200
3/15/1982,0.0528,0.0528,0.0524,0.0524,51363200
3/16/1982,0.0519,0.0519,0.0515,0.0515,47152000
3/17/1982,0.0494,0.0494,0.0489,0.0489,50489600
3/18/1982,0.0528,0.0532,0.0528,0.0528,56336000
3/19/1982,0.0576,0.058,0.0576,0.0576,65811200
3/22/1982,0.0619,0.0623,0.0619,0.0619,69193600
3/23/1982,0.0615,0.0615,0.061,0.061,55955200
3/24/1982,0.058,0.058,0.0576,0.0576,51609600
3/25/1982,0.0576,0.0576,0.0571,0.0571,84112000
3/26/1982,0.0567,0.0567,0.0563,0.0563,50780800
3/29/1982,0.0576,0.058,0.0576,0.0576,67603200
3/30/1982,0.0585,0.0589,0.0585,0.0585,77952000
3/31/1982,0.0585,0.0589,0.0585,0.0585,50153600
4/1/1982,0.0615,0.0619,0.0615,0.0615,59136000
4/2/1982,0.0615,0.0619,0.0615,0.0615,84806400
4/5/1982,0.0615,0.0619,0.0615,0.0615,86643200
4/6/1982,0.0615,0.0615,0.061,0.061,71590400
4/7/1982,0.0606,0.0606,0.0602,0.0602,29097600
4/8/1982,0.0606,0.061,0.0606,0.0606,23990400
4/12/1982,0.0606,0.061,0.0602,0.0602,44307200
4/13/1982,0.0559,0.0559,0.0554,0.0554,85299200
4/14/1982,0.0559,0.0563,0.0559,0.0559,113590400
4/15/1982,0.0567,0.0571,0.0567,0.0567,164281600
4/16/1982,0.0585,0.0589,0.0585,0.0585,104048000
4/19/1982,0.058,0.058,0.0571,0.0571,41283200
4/20/1982,0.055,0.055,0.0545,0.0545,80550400
4/21/1982,0.0545,0.0545,0.0541,0.0541,73024000
4/22/1982,0.0537,0.0537,0.0532,0.0532,52595200
4/23/1982,0.0532,0.0537,0.0532,0.0532,48294400
4/26/1982,0.0545,0.055,0.0545,0.0545,57926400
4/27/1982,0.0532,0.0532,0.0528,0.0528,70268800
4/28/1982,0.0511,0.0511,0.0506,0.0506,99232000
4/29/1982,0.0506,0.0511,0.0506,0.0506,82230400
4/30/1982,0.0511,0.0515,0.0511,0.0511,277401600
5/3/1982,0.0528,0.0532,0.0528,0.0528,82700800
5/4/1982,0.0545,0.055,0.0545,0.0545,73987200
5/5/1982,0.0545,0.0545,0.0537,0.0537,53939200
5/6/1982,0.0554,0.0559,0.0554,0.0554,75465600
5/7/1982,0.0563,0.0567,0.0563,0.0563,84716800
5/10/1982,0.0559,0.0559,0.0554,0.0554,31606400
5/11/1982,0.0541,0.0541,0.0537,0.0537,103017600
5/12/1982,0.0528,0.0528,0.0524,0.0524,71008000
5/13/1982,0.0528,0.0532,0.0528,0.0528,54454400
5/14/1982,0.0515,0.0515,0.0506,0.0506,95737600
5/17/1982,0.0502,0.0502,0.0498,0.0498,76204800
5/18/1982,0.0494,0.0494,0.0489,0.0489,122035200
5/19/1982,0.0489,0.0489,0.0485,0.0485,75286400
5/20/1982,0.0489,0.0494,0.0489,0.0489,27619200
5/21/1982,0.0494,0.0498,0.0494,0.0494,38841600
5/24/1982,0.0498,0.0502,0.0498,0.0498,31987200
5/25/1982,0.0498,0.0502,0.0498,0.0498,51564800
5/26/1982,0.0498,0.0498,0.0494,0.0494,43276800
5/27/1982,0.0489,0.0489,0.0485,0.0485,31248000
5/28/1982,0.0485,0.0489,0.0485,0.0485,19196800
6/1/1982,0.0481,0.0481,0.0476,0.0476,47600000
6/2/1982,0.0485,0.0489,0.0485,0.0485,32905600
6/3/1982,0.0476,0.0476,0.0468,0.0468,39760000
6/4/1982,0.0459,0.0459,0.0455,0.0455,37676800
6/7/1982,0.0455,0.0459,0.0455,0.0455,37161600
6/8/1982,0.0455,0.0455,0.045,0.045,31404800
6/9/1982,0.0446,0.0446,0.0442,0.0442,33846400
6/10/1982,0.0446,0.045,0.0446,0.0446,34406400
6/11/1982,0.0463,0.0468,0.0463,0.0463,54633600
6/14/1982,0.0463,0.0468,0.0463,0.0463,29993600
6/15/1982,0.0463,0.0468,0.0463,0.0463,35212800
6/16/1982,0.0463,0.0468,0.0463,0.0463,41731200
6/17/1982,0.0459,0.0459,0.0455,0.0455,29164800
6/18/1982,0.0455,0.0455,0.0446,0.0446,19868800
6/21/1982,0.0446,0.045,0.0446,0.0446,28537600
6/22/1982,0.0463,0.0472,0.0463,0.0463,17561600
6/23/1982,0.0476,0.0485,0.0476,0.0476,52752000
6/24/1982,0.0476,0.0481,0.0476,0.0476,44150400
6/25/1982,0.0463,0.0463,0.0459,0.0459,26678400
6/28/1982,0.0459,0.0459,0.0455,0.0455,25155200
6/29/1982,0.0446,0.0446,0.0442,0.0442,35817600
6/30/1982,0.0442,0.0446,0.0442,0.0442,67625600
7/1/1982,0.0442,0.0442,0.0437,0.0437,55731200
7/2/1982,0.042,0.042,0.0416,0.0416,58105600
7/6/1982,0.0403,0.0403,0.0398,0.0398,87696000
7/7/1982,0.0398,0.0403,0.0398,0.0398,30374400
7/8/1982,0.0385,0.0385,0.0381,0.0381,164326400
7/9/1982,0.0394,0.0398,0.0394,0.0394,128419200
7/12/1982,0.0403,0.0407,0.0403,0.0403,63392000
7/13/1982,0.0428,0.0433,0.0428,0.0428,114374400
7/14/1982,0.0433,0.0442,0.0433,0.0433,71120000
7/15/1982,0.0442,0.0446,0.0442,0.0442,65788800
7/16/1982,0.0459,0.0463,0.0459,0.0459,77011200
7/19/1982,0.0463,0.0468,0.0463,0.0463,83776000
7/20/1982,0.0494,0.0498,0.0494,0.0494,49705600
7/21/1982,0.0494,0.0498,0.0494,0.0494,71702400
7/22/1982,0.0498,0.0502,0.0498,0.0498,35212800
7/23/1982,0.0494,0.0494,0.0489,0.0489,18300800
7/26/1982,0.0472,0.0472,0.0468,0.0468,56851200
7/27/1982,0.0468,0.0472,0.0468,0.0468,32323200
7/28/1982,0.045,0.045,0.0446,0.0446,53513600
7/29/1982,0.0463,0.0468,0.0463,0.0463,61868800
7/30/1982,0.0468,0.0472,0.0468,0.0468,38617600
8/2/1982,0.0481,0.0485,0.0481,0.0481,94393600
8/3/1982,0.0455,0.0455,0.045,0.045,89868800
8/4/1982,0.045,0.045,0.0446,0.0446,83865600
8/5/1982,0.0433,0.0433,0.0428,0.0428,69753600
8/6/1982,0.0428,0.0428,0.0424,0.0424,96835200
8/9/1982,0.0428,0.0433,0.0428,0.0428,56112000
8/10/1982,0.0455,0.0459,0.0455,0.0455,112246400
8/11/1982,0.0459,0.0463,0.0459,0.0459,69888000
8/12/1982,0.0459,0.0459,0.0455,0.0455,30620800
8/13/1982,0.0455,0.0459,0.0455,0.0455,25961600
8/16/1982,0.0463,0.0468,0.0463,0.0463,38416000
8/17/1982,0.0494,0.0502,0.0494,0.0494,47734400
8/18/1982,0.0494,0.0498,0.0494,0.0494,125059200
8/19/1982,0.0498,0.0502,0.0498,0.0498,47622400
8/20/1982,0.0511,0.0515,0.0511,0.0511,54857600
8/23/1982,0.0532,0.0537,0.0532,0.0532,69686400
8/24/1982,0.0559,0.0563,0.0559,0.0559,155769600
8/25/1982,0.0597,0.0602,0.0597,0.0597,357078400
8/26/1982,0.0615,0.0619,0.0615,0.0615,210582400
8/27/1982,0.0589,0.0589,0.0585,0.0585,98649600
8/30/1982,0.0593,0.0597,0.0593,0.0593,80438400
8/31/1982,0.0623,0.0628,0.0623,0.0623,140560000
9/1/1982,0.061,0.061,0.0606,0.0606,82566400
9/2/1982,0.0632,0.0636,0.0632,0.0632,75420800
9/3/1982,0.0636,0.0641,0.0636,0.0636,104540800
9/7/1982,0.0606,0.0606,0.0602,0.0602,81379200
9/8/1982,0.0623,0.0628,0.0623,0.0623,72329600
9/9/1982,0.0615,0.0615,0.061,0.061,63593600
9/10/1982,0.0628,0.0632,0.0628,0.0628,56067200
9/13/1982,0.0632,0.0636,0.0632,0.0632,58889600
9/14/1982,0.0654,0.0658,0.0654,0.0654,101494400
9/15/1982,0.0654,0.0654,0.0649,0.0649,71747200
9/16/1982,0.0636,0.0636,0.0628,0.0628,80371200
9/17/1982,0.0619,0.0619,0.0615,0.0615,54051200
9/20/1982,0.0619,0.0623,0.0619,0.0619,39132800
9/21/1982,0.0632,0.0636,0.0632,0.0632,36668800
9/22/1982,0.0649,0.0654,0.0649,0.0649,103376000
9/23/1982,0.0649,0.0654,0.0649,0.0649,139820800
9/24/1982,0.0632,0.0632,0.0628,0.0628,178192000
9/27/1982,0.0628,0.0636,0.0628,0.0628,38147200
9/28/1982,0.0636,0.0645,0.0636,0.0636,85523200
9/29/1982,0.0636,0.0641,0.0636,0.0636,65564800
9/30/1982,0.0636,0.0636,0.0632,0.0632,74681600
