date,open,high,low,close,volume
5/22/2014,27.0565,27.38,27.039,27.253,32228000
5/23/2014,27.363,27.682,27.185,27.635,38538000
5/27/2014,27.8,28.3,27.7175,28.2975,41968000
5/28/2014,28.2285,28.392,28.05,28.084,32950000
5/29/2014,28.1675,28.2,27.9355,28.004,27008000
5/30/2014,28.04,28.0675,27.7955,27.9945,35326000
6/2/2014,28.035,28.045,27.2865,27.6965,28622000
6/3/2014,27.5495,27.617,27.1275,27.247,37230000
6/4/2014,27.075,27.4305,26.9375,27.233,36230000
6/5/2014,27.32,27.7475,27.2225,27.695,33690000
6/6/2014,27.903,27.903,27.4465,27.8165,34640000
6/9/2014,27.8575,28.145,27.802,28.106,29270000
6/10/2014,28.0255,28.18,27.895,28.0275,26960000
6/11/2014,27.9,27.994,27.751,27.942,21942000
6/12/2014,27.865,27.8995,27.423,27.5675,29090000
6/13/2014,27.613,27.615,27.278,27.588,24344000
6/16/2014,27.463,27.481,27.076,27.214,33958000
6/17/2014,27.21,27.266,26.9665,27.1505,28812000
6/18/2014,27.243,27.678,27.2,27.6685,34740000
6/19/2014,27.712,27.75,27.4255,27.745,49002000
6/20/2014,27.8425,27.879,27.5196,27.818,89920000
6/23/2014,27.7575,28.25,27.7125,28.2475,30652000
6/24/2014,28.2595,28.6323,28.0505,28.231,44022000
6/25/2014,28.263,28.998,28.261,28.9325,39280000
6/26/2014,29.05,29.1225,28.5925,28.8,34744000
6/27/2014,28.859,28.9935,28.69,28.862,44616000
6/30/2014,28.933,28.9785,28.7375,28.764,26204000
7/1/2014,28.916,29.22,28.8325,29.1335,28880000
7/2/2014,29.1675,29.272,29.0195,29.1168,21070000
7/3/2014,29.1675,29.2505,29.046,29.2365,14244000
7/7/2014,29.188,29.3215,28.9795,29.1125,21234000
7/8/2014,28.883,28.9764,28.3068,28.5545,38086000
7/9/2014,28.579,28.836,28.4688,28.804,22274000
7/10/2014,28.2955,28.8295,28.2505,28.555,27060000
7/11/2014,28.5955,29.0425,28.571,28.959,32346000
7/14/2014,29.13,29.2605,28.9015,29.2435,36980000
7/15/2014,29.287,29.2902,28.828,29.239,32372000
7/16/2014,29.4,29.42,29.11,29.133,27866000
7/17/2014,28.9765,29.0495,28.4305,28.6865,60166000
7/18/2014,29.65,29.84,29.1,29.754,80064000
7/21/2014,29.5875,29.72,29.2616,29.4735,41130000
7/22/2014,29.536,29.9825,29.53,29.737,33890000
7/23/2014,29.6615,29.8925,29.625,29.799,24596000
7/24/2014,29.8225,29.975,29.5885,29.6675,20646000
7/25/2014,29.52,29.593,29.3515,29.451,18598000
7/28/2014,29.4035,29.625,29.2377,29.53,19682000
7/29/2014,29.4375,29.485,29.1758,29.2805,26924000
7/30/2014,29.3275,29.475,29.2,29.371,20274000
7/31/2014,29.03,29.1825,28.5,28.58,41940000
8/1/2014,28.52,28.798,28.1425,28.3035,38998000
8/4/2014,28.452,28.7675,28.205,28.6575,28468000
8/5/2014,28.5025,28.599,28.1305,28.2535,30940000
8/6/2014,28.089,28.535,28,28.3187,26614000
8/7/2014,28.4,28.4945,28.055,28.168,22158000
8/8/2014,28.178,28.5125,28.0175,28.4385,29814000
8/11/2014,28.4995,28.5245,28.3,28.394,24228000
8/12/2014,28.226,28.295,28.044,28.1365,30756000
8/13/2014,28.3655,28.75,28.2875,28.739,28758000
8/14/2014,28.809,28.895,28.544,28.7325,19656000
8/15/2014,28.893,28.969,28.526,28.674,30300000
8/18/2014,28.8055,29.2255,28.8,29.108,25612000
8/19/2014,29.25,29.367,29.2,29.343,19520000
8/20/2014,29.294,29.335,29.1285,29.2245,20678000
8/21/2014,29.191,29.225,29.057,29.1685,18246000
8/22/2014,29.1795,29.2618,29.032,29.128,15738000
8/25/2014,29.236,29.25,28.95,29.01,27154000
8/26/2014,29.063,29.09,28.829,28.893,32704000
8/27/2014,28.8635,28.9245,28.5052,28.55,33974000
8/28/2014,28.478,28.6625,28.355,28.46,25788000
8/29/2014,28.5665,28.602,28.3535,28.58,21616000
9/2/2014,28.5925,28.8915,28.5595,28.8665,31482000
9/3/2014,29,29.1495,28.75,28.897,24236000
9/4/2014,29,29.3,28.961,29.099,29084000
9/5/2014,29.199,29.3275,29.0975,29.304,32558000
9/8/2014,29.33,29.5885,29.315,29.486,28542000
9/9/2014,29.445,29.45,29,29.0505,25674000
9/10/2014,29.075,29.175,28.847,29.155,19494000
9/11/2014,29.018,29.0905,28.813,29.0675,24354000
9/12/2014,29.05,29.082,28.723,28.781,31946000
9/15/2014,28.647,28.7475,28.4105,28.655,31864000
9/16/2014,28.638,29.075,28.633,28.9975,29526000
9/17/2014,29.0005,29.376,28.9388,29.2385,33764000
9/18/2014,29.35,29.477,29.25,29.4635,28812000
9/19/2014,29.575,29.824,29.475,29.804,74528000
9/22/2014,29.691,29.6975,29.173,29.3685,33698000
9/23/2014,29.3425,29.3425,29.05,29.0565,29348000
9/24/2014,29.073,29.4815,29.026,29.3995,34421700
9/25/2014,29.3775,29.399,28.709,28.753,38312860
9/26/2014,28.803,28.9625,28.733,28.855,28796140
9/29/2014,28.5875,28.9095,28.5585,28.818,25624080
9/30/2014,28.8465,28.9925,28.6425,28.868,32368740
10/1/2014,28.8005,28.879,28.3505,28.4135,28900540
10/2/2014,28.3655,28.5955,28.166,28.504,23506140
10/3/2014,28.6525,28.8613,28.625,28.764,22772720
10/6/2014,28.94,29.05,28.722,28.8675,24226400
10/7/2014,28.72,28.7635,28.187,28.187,38128540
10/8/2014,28.2785,28.694,27.8745,28.625,39757760
10/9/2014,28.559,28.5745,27.953,28.044,50393860
10/10/2014,27.886,28.2565,27.2025,27.2245,61572680
10/13/2014,27.2495,27.475,26.655,26.6605,51573520
10/14/2014,26.945,27.3595,26.6585,26.897,44344600
10/15/2014,26.5505,26.64,25.915,26.5015,74250720
10/16/2014,25.95,26.4715,25.75,26.2255,73968460
10/17/2014,26.3625,26.549,25.4265,25.5585,110613480
10/20/2014,25.4725,26.088,25.405,26.042,52110100
10/21/2014,26.2595,26.3395,25.9555,26.327,46650620
10/22/2014,26.4945,26.99,26.44,26.6355,58343660
10/23/2014,26.966,27.361,26.7925,27.199,46905920
10/24/2014,27.218,27.244,26.7895,26.989,39440940
10/27/2014,26.8515,27.2205,26.8515,27.0385,23699460
10/28/2014,27.15,27.449,27.081,27.445,25467440
10/29/2014,27.5,27.7095,27.349,27.4665,35342140
10/30/2014,27.4475,27.64,27.1755,27.5155,29033340
10/31/2014,27.9675,27.9785,27.7375,27.954,40657740
11/3/2014,27.775,27.895,27.6615,27.761,27570220
11/4/2014,27.65,27.775,27.465,27.7055,24815220
11/5/2014,27.84,27.84,27.2025,27.296,40534800
11/6/2014,27.275,27.3443,27.0485,27.102,26592080
11/7/2014,27.3105,27.3105,26.9335,27.0505,32585180
11/10/2014,27.073,27.4795,27.051,27.3745,22630920
11/11/2014,27.4245,27.597,27.315,27.5145,19297320
11/12/2014,27.5195,27.523,27.2585,27.3655,22531880
11/13/2014,27.49,27.49,27.174,27.269,26714380
11/14/2014,27.334,27.334,27.1075,27.22,25719820
11/17/2014,27.179,27.1895,26.7031,26.8255,34425640
11/18/2014,26.875,27.097,26.7085,26.7515,39153280
11/19/2014,26.75,26.912,26.504,26.8495,27768800
11/20/2014,26.5625,26.7555,26.554,26.7415,31182620
11/21/2014,27.0805,27.107,26.828,26.875,44364980
11/24/2014,26.8825,27.135,26.781,26.9635,34033640
11/25/2014,26.95,27.199,26.9301,27.054,35699340
11/26/2014,27.044,27.0775,26.8521,27.0185,30390060
11/28/2014,27.031,27.1,26.83,27.0915,22904620
12/1/2014,26.945,27.0705,26.593,26.69,42191980
12/2/2014,26.6755,26.775,26.49,26.6875,30449620
12/3/2014,26.572,26.7998,26.463,26.566,25585760
12/4/2014,26.558,26.867,26.4295,26.8655,27844160
12/5/2014,26.55,26.6445,26.214,26.263,51172980
12/8/2014,26.3565,26.55,26.1895,26.349,46542540
12/9/2014,26.107,26.7095,26.025,26.6685,37425360
12/10/2014,26.654,26.8165,26.278,26.303,34336700
12/11/2014,26.39,26.696,26.355,26.417,32219280
12/12/2014,26.1755,26.425,25.933,25.933,39782340
12/15/2014,26.137,26.155,25.6635,25.69,56255720
12/16/2014,25.578,25.6525,24.45,24.7695,79067420
12/17/2014,24.85,25.35,24.8405,25.2445,57505620
12/18/2014,25.6475,25.6935,25.235,25.555,58374600
12/19/2014,25.5755,25.886,25.3455,25.8175,73602960
12/22/2014,25.804,26.323,25.804,26.2435,54471980
12/23/2014,26.35,26.728,26.3145,26.5295,43831340
12/24/2014,26.5255,26.588,26.351,26.4385,14080700
12/26/2014,26.4385,26.7125,26.3655,26.7015,20754540
12/29/2014,26.6095,26.774,26.5006,26.5165,45522080
12/30/2014,26.4045,26.5575,26.3565,26.521,17478460
12/31/2014,26.5625,26.63,26.29,26.32,27436380
1/2/2015,26.4505,26.5635,26.205,26.2405,28933240
1/5/2015,26.163,26.2165,25.653,25.6935,41084760
1/6/2015,25.75,25.8088,25.0525,25.098,57839000
1/7/2015,25.35,25.3622,24.9825,25.055,41187320
1/8/2015,24.8995,25.174,24.55,25.134,66887900
1/9/2015,25.238,25.246,24.7395,24.8085,41099120
1/12/2015,24.747,24.7988,24.378,24.6275,46408920
1/13/2015,24.942,25.149,24.6195,24.809,47313740
1/14/2015,24.7325,25.1615,24.65,25.0435,44592760
1/15/2015,25.2785,25.284,24.888,25.0895,54227100
1/16/2015,25.0005,25.4095,25,25.404,45840860
1/20/2015,25.55,25.625,25.3008,25.345,44518440
1/21/2015,25.3625,25.964,25.31,25.902,45249100
1/22/2015,26.074,26.8165,25.985,26.7195,53391160
1/23/2015,26.7795,27.1085,26.65,26.9975,45509700
1/26/2015,26.9265,26.95,26.4835,26.7605,30790480
1/27/2015,26.4985,26.535,25.9095,25.9315,37976880
1/28/2015,26.139,26.1495,25.5,25.5,33584600
1/29/2015,25.55,25.5545,25.06,25.533,83498480
1/30/2015,25.793,26.9935,25.776,26.726,111819540
2/2/2015,26.5865,26.65,25.9275,26.424,56839520
2/3/2015,26.4,26.67,26.163,26.462,40661700
2/4/2015,26.462,26.6336,26.0635,26.138,33182500
2/5/2015,26.1895,26.425,26.1045,26.379,36893740
2/6/2015,26.382,26.86,26.3205,26.55,35173000
2/9/2015,26.4,26.6,26.301,26.3915,25285520
2/10/2015,26.465,26.885,26.346,26.847,34901520
2/11/2015,26.765,26.9225,26.6689,26.7985,27479400
2/12/2015,26.8625,27.241,26.7337,27.1465,32316480
2/13/2015,27.1675,27.4955,27.1565,27.4505,37902520
2/17/2015,27.3415,27.5,27.0545,27.142,32248780
2/18/2015,27.07,27.2745,26.8755,26.985,28981780
2/19/2015,26.902,27.1555,26.9005,27.1435,19749560
2/20/2015,27.1565,27.1875,26.79,26.9475,28824240
2/23/2015,26.8025,26.822,26.4705,26.5955,29078140
2/24/2015,26.5,26.8395,26.4125,26.8045,20047860
2/25/2015,26.795,27.311,26.7723,27.1935,36420820
2/26/2015,27.1605,27.807,27.075,27.774,46104380
2/27/2015,27.712,28.2355,27.645,27.92,48071060
3/2/2015,28.0265,28.6075,27.9375,28.567,42475920
3/3/2015,28.5225,28.7695,28.326,28.682,34001680
3/4/2015,28.5935,28.8555,28.4005,28.6685,37433880
3/5/2015,28.751,28.8955,28.6705,28.7665,27716360
3/6/2015,28.744,28.834,28.338,28.3843,33091220
3/9/2015,28.343,28.5135,28.1768,28.4425,21186720
3/10/2015,28.2125,28.2425,27.7365,27.7505,35747140
3/11/2015,27.757,27.907,27.534,27.559,36315260
3/12/2015,27.6755,27.8185,27.523,27.7755,27715440
3/13/2015,27.675,27.92,27.211,27.366,33977440
3/16/2015,27.5475,27.8425,27.3,27.7255,32729860
3/17/2015,27.5855,27.69,27.4,27.542,36011400
3/18/2015,27.625,27.989,27.35,27.975,42574280
3/19/2015,27.9695,28.04,27.8073,27.8995,23880980
3/20/2015,28.0825,28.086,27.9525,28.018,52193800
3/23/2015,28.0215,28.118,27.7915,27.9405,32786120
3/24/2015,28.128,28.7295,28.0605,28.5095,51524680
3/25/2015,28.525,28.613,27.937,27.9393,42927680
3/26/2015,27.8795,27.945,27.5325,27.7585,31366620
3/27/2015,27.65,27.764,27.4065,27.417,37846460
3/30/2015,27.581,27.6735,27.4085,27.6015,25679160
3/31/2015,27.5,27.7355,27.336,27.4,31673540
4/1/2015,27.43,27.557,26.975,27.128,39154360
4/2/2015,27.0425,27.0425,26.6923,26.7765,34234740
4/6/2015,26.611,26.9205,26.4785,26.8383,26415340
4/7/2015,26.904,27.1345,26.8,26.851,25985960
4/8/2015,26.919,27.1925,26.919,27.0805,23506640
4/9/2015,27.0515,27.0975,26.7745,27.039,31071720
4/10/2015,27.1145,27.1145,26.8655,27.0005,28111480
4/13/2015,26.9205,27.203,26.8655,26.9585,32816180
4/14/2015,26.8125,26.8785,26.4046,26.5195,51940860
4/15/2015,26.435,26.7365,26.161,26.6265,46250240
4/16/2015,26.495,26.7795,26.4805,26.69,25926080
4/17/2015,26.433,26.492,26.0505,26.2025,42919100
4/20/2015,26.28,26.8045,26.225,26.769,33509740
4/21/2015,26.8755,26.9695,26.6838,26.6985,36793360
4/22/2015,26.72,27.054,26.5875,26.9683,31784960
4/23/2015,27.05,27.548,27.0115,27.35,83467520
4/24/2015,28.305,28.557,27.8625,28.253,98380620
4/27/2015,28.1695,28.2975,27.66,27.7685,47960780
4/28/2015,27.732,27.801,27.5183,27.684,29819660
4/29/2015,27.5235,27.684,27.3453,27.454,33975220
4/30/2015,27.3935,27.4295,26.7525,26.867,41644280
5/1/2015,26.9215,26.977,26.605,26.895,35363620
5/4/2015,26.9265,27.2035,26.753,27.039,26159200
5/5/2015,26.9105,26.987,26.5195,26.54,27661360
5/6/2015,26.562,26.619,26.0543,26.211,31339740
5/7/2015,26.1995,26.673,26.0875,26.535,30925560
5/8/2015,26.8325,27.0575,26.8,26.911,30552300
5/11/2015,26.9185,27.099,26.77,26.785,18105700
5/12/2015,26.58,26.6604,26.263,26.452,32683480
5/13/2015,26.528,26.7161,26.4328,26.481,25061260
5/14/2015,26.6885,26.95,26.6205,26.92,28078700
5/15/2015,26.959,26.9637,26.519,26.6925,39426860
5/18/2015,26.6005,26.741,26.4425,26.615,40068420
5/19/2015,26.699,27.033,26.652,26.868,39338940
5/20/2015,26.9245,27.146,26.6486,26.9635,28616520
5/21/2015,26.8975,27.192,26.799,27.1255,29253900
5/22/2015,27.0075,27.2095,26.9755,27.0055,23524280
5/26/2015,26.906,26.95,26.494,26.616,48130240
5/27/2015,26.64,27.0275,26.5855,26.9895,30500380
5/28/2015,26.9005,27.0305,26.8125,26.989,20596980
5/29/2015,26.8685,26.9315,26.5725,26.6055,51948140
6/1/2015,26.8395,26.8395,26.488,26.6995,38086640
6/2/2015,26.6465,27.15,26.5665,26.959,38779780
6/3/2015,26.9955,27.175,26.8555,27.0155,34340720
6/4/2015,26.888,27.0295,26.716,26.835,26966740
6/5/2015,26.8175,26.86,26.626,26.6665,27764400
6/8/2015,26.6655,26.706,26.312,26.3415,30482780
6/9/2015,26.378,26.46,26.1505,26.3345,29105320
6/10/2015,26.468,26.918,26.4675,26.8345,36299160
6/11/2015,26.9213,26.949,26.651,26.7305,24350720
6/12/2015,26.58,26.656,26.508,26.6165,19115780
6/15/2015,26.4,26.415,26.2,26.36,32654040
6/16/2015,26.42,26.482,26.278,26.4075,21436280
6/17/2015,26.4685,26.549,26.255,26.463,25884320
6/18/2015,26.55,26.9075,26.5395,26.8365,36662180
6/19/2015,26.8605,26.9125,26.6505,26.8345,37869940
6/22/2015,26.9795,27.187,26.8765,26.9095,25005640
6/23/2015,26.982,27.075,26.7625,27.024,23949000
6/24/2015,27,27,26.783,26.892,25732160
6/25/2015,26.9435,27.045,26.7615,26.7615,26713940
6/26/2015,26.863,26.888,26.5675,26.5845,42182600
6/29/2015,26.2505,26.4305,26.027,26.076,38756420
6/30/2015,26.301,26.3125,26.025,26.0255,44711900
7/1/2015,26.2365,26.2845,25.9115,26.092,39227080
7/2/2015,26.054,26.2325,26.054,26.17,24718060
7/6/2015,25.975,26.2625,25.95,26.143,25610500
7/7/2015,26.1565,26.309,25.759,26.251,31944580
7/8/2015,26.0525,26.1367,25.8055,25.8415,25933980
7/9/2015,26.156,26.1885,26.0175,26.034,36846940
7/10/2015,26.3145,26.628,26.2775,26.5065,39133640
7/13/2015,26.644,27.3555,26.62,27.3275,44129500
7/14/2015,27.338,28.2924,27.3355,28.055,64881320
7/15/2015,28.0065,28.3251,27.8395,28.011,35691080
7/16/2015,28.256,29.034,28.25,28.9925,95366360
7/17/2015,32.45,33.7234,32.25,33.6465,223298860
7/20/2015,32.962,33.444,32.6505,33.151,117217440
7/21/2015,32.7605,33.65,32.715,33.115,67543920
7/22/2015,33.0445,33.932,32.95,33.105,78586180
7/23/2015,33.0635,33.1815,32.05,32.214,60582180
7/24/2015,32.35,32.4085,31.126,31.178,72514940
7/27/2015,31.05,31.715,31.025,31.363,53507620
7/28/2015,31.6415,31.6415,31.1655,31.4,34546540
7/29/2015,31.44,31.668,31.1325,31.5965,31501380
7/30/2015,31.5,31.761,31.1025,31.6295,29484060
7/31/2015,31.569,31.6455,31.275,31.2805,34122980
8/3/2015,31.267,31.6528,31.267,31.5605,26090220
8/4/2015,31.421,31.7405,31.358,31.4625,29817620
8/5/2015,31.7165,32.393,31.658,32.189,40173180
8/6/2015,32.25,32.269,31.6125,32.134,31452000
8/7/2015,32.0115,32.134,31.4855,31.765,28077300
8/10/2015,31.974,32.172,31.5625,31.6865,36184100
8/11/2015,33.46,33.745,32.7135,33.039,100584060
8/12/2015,33.154,33.25,32.6145,32.978,58816060
8/13/2015,32.9661,33.225,32.5831,32.8225,36214980
8/14/2015,32.7505,32.9928,32.633,32.856,21441220
8/17/2015,32.84,33.069,32.562,33.0435,21033980
8/18/2015,33.095,33.2,32.673,32.8065,29121180
8/19/2015,32.83,33.35,32.7095,33.045,42681960
8/20/2015,32.773,33.1495,32.145,32.3415,57105980
8/21/2015,31.989,32.0025,30.6165,30.624,85303660
8/24/2015,28.65,30.7,28.2525,29.4805,115406040
8/25/2015,30.7455,30.8725,29.0555,29.103,70759320
8/26/2015,30.5175,31.5855,29.9525,31.431,84717820
8/27/2015,31.97,32.1795,31.1,31.8805,69826720
8/28/2015,31.641,31.844,31.228,31.519,39574660
8/31/2015,31.377,31.79,30.884,30.9125,43534740
9/1/2015,30.118,30.643,29.705,29.8895,74042100
9/2/2015,30.284,30.717,29.9855,30.717,51512400
9/3/2015,30.85,30.9855,30.1411,30.3125,35191440
9/4/2015,30,30.1735,29.7625,30.035,41789060
9/8/2015,30.6245,30.8155,30.206,30.733,45590760
9/9/2015,31.061,31.326,30.48,30.636,34041880
9/10/2015,30.655,31.208,30.5715,31.0675,38105520
9/11/2015,30.9875,31.289,30.871,31.2885,27470900
9/14/2015,31.285,31.293,30.9715,31.162,34045420
9/15/2015,31.335,31.935,31.189,31.757,41687940
9/16/2015,31.7735,31.8975,31.616,31.799,25729080
9/17/2015,31.8895,32.545,31.751,32.145,45493800
9/18/2015,31.8395,32,31.351,31.4625,102667720
9/21/2015,31.72,31.8245,31.297,31.772,35770120
9/22/2015,31.35,31.3775,30.7715,31.1345,51257380
9/23/2015,31.1025,31.4465,31,31.118,29418980
9/24/2015,30.832,31.366,30.62,31.29,44801960
9/25/2015,31.4885,31.4885,30.55,30.5985,43480180
9/28/2015,30.517,30.7303,29.469,29.7445,62213020
9/29/2015,29.864,30.25,29.511,29.7485,46205680
9/30/2015,30.164,30.438,30.0365,30.421,46641740
10/1/2015,30.4185,30.6045,29.9925,30.5645,37352020
10/2/2015,30.36,31.367,30.1565,31.3455,53696100
10/5/2015,31.6,32.1505,31.35,32.0735,36072860
10/6/2015,31.942,32.4625,31.8265,32.272,44736940
10/7/2015,32.462,32.5305,31.6075,32.118,41854280
10/8/2015,32.068,32.2225,31.278,31.958,43641620
10/9/2015,32,32.2995,31.7659,32.1805,32974720
10/12/2015,32.1045,32.425,31.9505,32.3335,25522680
10/13/2015,32.1575,32.8906,32.1575,32.615,36153700
10/14/2015,32.6605,32.9695,32.4425,32.558,28309360
10/15/2015,32.733,33.1565,32.723,33.087,37714740
10/16/2015,33.2055,33.2485,32.86,33.11,32222560
10/19/2015,33.059,33.341,32.979,33.305,29546800
10/20/2015,33.202,33.236,32.2098,32.514,49964300
10/21/2015,32.7075,32.7935,32.0865,32.1305,35883440
10/22/2015,32.335,32.89,32.2005,32.5895,81419080
10/23/2015,36.375,36.5,35.075,35.1,133078460
10/26/2015,35.0775,35.9575,35.063,35.639,54332300
10/27/2015,35.369,35.681,35.2275,35.4245,44915920
10/28/2015,35.3665,35.649,35.154,35.6475,43578340
10/29/2015,35.525,35.913,35.5005,35.846,29119300
10/30/2015,35.7865,35.9,35.5025,35.5405,38175480
11/2/2015,35.553,36.081,35.2925,36.0555,37725000
11/3/2015,35.943,36.2325,35.736,36.108,31307580
11/4/2015,36.1,36.655,36.095,36.4055,34134000
11/5/2015,36.4735,36.974,36.4735,36.5625,37231000
11/6/2015,36.575,36.7705,36.3505,36.688,30231980
11/9/2015,36.51,36.7355,35.9715,36.2445,41396140
11/10/2015,36.22,36.5295,35.925,36.416,32159880
11/11/2015,36.623,37.05,36.5115,36.77,27339900
11/12/2015,36.55,36.89,36.4323,36.5615,36743080
11/13/2015,36.4585,36.5575,35.8365,35.85,41510080
11/16/2015,35.78,36.4745,35.5665,36.448,38117860
11/17/2015,36.4645,36.5923,36.1514,36.265,30134660
11/18/2015,36.379,37.0705,36.35,37,33685180
11/19/2015,36.937,37.1,36.8715,36.9205,26557580
11/20/2015,37.3265,37.896,37.15,37.83,44265680
11/23/2015,37.8725,38.1354,37.591,37.799,28307700
11/24/2015,37.6,37.764,36.8815,37.414,46683940
11/25/2015,37.407,37.6,37.303,37.4075,22444480
11/27/2015,37.423,37.6705,37.3745,37.513,16770560
11/30/2015,37.4405,37.7465,37.0635,37.13,41952480
12/1/2015,37.3555,38.4475,37.335,38.352,42692420
12/2/2015,38.445,38.7978,37.948,38.119,44607460
12/3/2015,38.3005,38.4498,37.2815,37.627,51812820
12/4/2015,37.655,38.4245,37.5,38.3405,55145660
12/7/2015,38.3885,38.4365,37.7545,38.1625,36246280
12/8/2015,37.8945,38.24,37.71,38.1185,36589500
12/9/2015,37.9585,38.2115,36.8501,37.5805,53999800
12/10/2015,37.6425,37.7925,37.1915,37.473,39767600
12/11/2015,37.058,37.2855,36.8375,36.9435,44488200
12/14/2015,37.0895,37.4365,36.2085,37.3885,48424720
12/15/2015,37.65,37.904,37.1505,37.17,53324580
12/16/2015,37.5,38.0295,36.9718,37.9045,39865020
12/17/2015,38.121,38.134,37.45,37.4715,31068360
12/18/2015,37.3255,37.7065,36.9075,36.9655,62974860
12/21/2015,37.3065,37.5,37,37.3885,30514060
12/22/2015,37.5825,37.7425,37.2765,37.5,27310400
12/23/2015,37.6735,37.7105,37.2,37.5155,31334520
12/24/2015,37.4775,37.5675,37.331,37.42,10544460
12/28/2015,37.646,38.1495,37.476,38.1255,30314320
12/29/2015,38.3345,38.999,38.3215,38.83,35300240
12/30/2015,38.83,38.88,38.345,38.55,25870420
12/31/2015,38.475,38.475,37.917,37.944,30018460
1/4/2016,37.15,37.203,36.5629,37.092,65455520
1/5/2016,37.3225,37.6,36.932,37.129,39013820
1/6/2016,36.5,37.359,36.446,37.181,38940680
1/7/2016,36.5155,36.925,35.953,36.3195,59274820
1/8/2016,36.5725,36.6615,35.65,35.7235,49017140
1/11/2016,35.8305,35.9428,35.177,35.8015,41812420
1/12/2016,36.084,36.4375,35.8658,36.3035,40490180
1/13/2016,36.5425,36.737,34.9305,35.028,50034600
1/14/2016,35.269,36.0963,34.455,35.736,44515360
1/15/2016,34.6145,35.337,34.2685,34.7225,72162180
1/19/2016,35.165,35.499,34.6705,35.0895,45361560
1/20/2016,34.4305,35.3425,33.663,34.9225,68899240
1/21/2016,35.109,35.9595,34.723,35.3295,48244220
1/22/2016,36.18,36.4065,36.0061,36.2625,40235940
1/25/2016,36.179,36.484,35.5005,35.5835,34234320
1/26/2016,35.6925,35.914,35.324,35.652,26633820
1/27/2016,35.6835,35.9118,34.7195,34.9995,43884540
1/28/2016,36.111,36.6845,35.6175,36.548,53527940
1/29/2016,36.5765,37.2495,36.34,37.1475,69486380
2/1/2016,37.523,37.893,37.1635,37.6,102783140
2/2/2016,39.225,39.4935,38.2325,38.2325,126962520
2/3/2016,38.511,38.725,36.025,36.3475,123420380
2/4/2016,36.1405,36.35,35.093,35.4005,103374180
2/5/2016,35.1935,35.1995,34.0075,34.1785,102114500
2/8/2016,33.3925,34.2015,33.153,34.137,84947100
2/9/2016,33.616,34.995,33.4385,33.9055,72178280
2/10/2016,34.343,35.0655,34.1065,34.206,52760140
2/11/2016,33.75,34.4675,33.4434,34.1555,60480860
2/12/2016,34.513,34.6875,33.93,34.12,42827460
2/16/2016,34.649,34.9,34.2525,34.55,50400420
2/17/2016,34.95,35.4875,34.569,35.42,49852680
2/18/2016,35.5,35.6175,34.8015,34.8675,37664960
2/19/2016,34.7515,35.154,34.7025,35.0455,31785620
2/22/2016,35.3725,35.662,35.1255,35.323,38996320
2/23/2016,35.0725,35.42,34.679,34.7925,40185600
2/24/2016,34.446,35,34.039,34.978,39271460
2/25/2016,35.0005,35.299,34.5293,35.2875,32843320
2/26/2016,35.429,35.6715,35.043,35.2535,44870440
2/29/2016,35.016,35.5445,34.884,34.8885,49622900
